,ID,Name,Date,Time,Status,Latitude,Longitude,Maximum Wind
9744,AL061901,            UNNAMED,1901-08-30,1800, TS,22.8N,42.0W,35
9745,AL071901,            UNNAMED,1901-08-29,600, TD,13.6N,22.4W,30
9746,AL071901,            UNNAMED,1901-08-29,1200, TS,13.7N,24.0W,35
9747,AL071901,            UNNAMED,1901-08-29,1800, TS,13.9N,25.9W,35
9748,AL071901,            UNNAMED,1901-08-30,0, TS,14.1N,27.4W,40
9749,AL071901,            UNNAMED,1901-08-30,600, TS,14.2N,28.8W,40
9750,AL071901,            UNNAMED,1901-08-30,1200, TS,14.3N,30.2W,45
9751,AL071901,            UNNAMED,1901-08-30,1800, TS,14.4N,31.5W,45
9752,AL071901,            UNNAMED,1901-08-31,0, TS,14.5N,33.0W,50
9753,AL071901,            UNNAMED,1901-08-31,600, TS,14.7N,34.5W,50
9754,AL071901,            UNNAMED,1901-08-31,1200, TS,15.0N,36.3W,55
9755,AL071901,            UNNAMED,1901-08-31,1800, TS,15.1N,37.7W,55
9756,AL071901,            UNNAMED,1901-09-01,0, TS,15.4N,39.0W,60
9757,AL071901,            UNNAMED,1901-09-01,600, TS,15.7N,40.4W,60
9758,AL071901,            UNNAMED,1901-09-01,1200, HU,16.3N,42.0W,65
9759,AL071901,            UNNAMED,1901-09-01,1800, HU,16.8N,43.2W,65
9760,AL071901,            UNNAMED,1901-09-02,0, HU,17.4N,44.6W,70
9761,AL071901,            UNNAMED,1901-09-02,600, HU,18.0N,46.0W,70
9762,AL071901,            UNNAMED,1901-09-02,1200, HU,18.5N,47.5W,75
9763,AL071901,            UNNAMED,1901-09-02,1800, HU,18.9N,48.8W,75
9764,AL071901,            UNNAMED,1901-09-03,0, HU,19.2N,50.1W,80
9765,AL071901,            UNNAMED,1901-09-03,600, HU,19.6N,51.4W,80
9766,AL071901,            UNNAMED,1901-09-03,1200, HU,20.0N,52.7W,85
9767,AL071901,            UNNAMED,1901-09-03,1800, HU,20.7N,54.2W,85
9768,AL071901,            UNNAMED,1901-09-04,0, HU,21.5N,55.6W,90
9769,AL071901,            UNNAMED,1901-09-04,600, HU,22.6N,57.0W,90
9770,AL071901,            UNNAMED,1901-09-04,1200, HU,24.0N,58.0W,90
9771,AL071901,            UNNAMED,1901-09-04,1800, HU,25.0N,58.4W,90
9772,AL071901,            UNNAMED,1901-09-05,0, HU,26.1N,58.7W,90
9773,AL071901,            UNNAMED,1901-09-05,600, HU,27.1N,58.9W,90
9774,AL071901,            UNNAMED,1901-09-05,1200, HU,28.0N,59.0W,90
9775,AL071901,            UNNAMED,1901-09-05,1800, HU,28.8N,59.1W,90
9776,AL071901,            UNNAMED,1901-09-06,0, HU,29.5N,59.2W,90
9777,AL071901,            UNNAMED,1901-09-06,600, HU,30.1N,59.1W,90
9778,AL071901,            UNNAMED,1901-09-06,1200, HU,30.7N,59.0W,85
9779,AL071901,            UNNAMED,1901-09-06,1800, HU,31.6N,58.6W,85
9780,AL071901,            UNNAMED,1901-09-07,0, HU,32.6N,57.8W,85
9781,AL071901,            UNNAMED,1901-09-07,600, HU,33.6N,57.0W,85
9782,AL071901,            UNNAMED,1901-09-07,1200, HU,34.2N,56.1W,85
9783,AL071901,            UNNAMED,1901-09-07,1800, HU,34.7N,55.3W,85
9784,AL071901,            UNNAMED,1901-09-08,0, HU,35.2N,54.0W,85
9785,AL071901,            UNNAMED,1901-09-08,600, HU,35.6N,52.0W,80
9786,AL071901,            UNNAMED,1901-09-08,1200, HU,35.8N,50.0W,80
9787,AL071901,            UNNAMED,1901-09-08,1800, HU,36.0N,47.5W,80
9788,AL071901,            UNNAMED,1901-09-09,0, HU,36.0N,44.4W,80
9789,AL071901,            UNNAMED,1901-09-09,600, HU,36.2N,41.3W,80
9790,AL071901,            UNNAMED,1901-09-09,1200, HU,37.0N,39.0W,80
9791,AL071901,            UNNAMED,1901-09-09,1800, HU,38.1N,37.4W,75
9792,AL071901,            UNNAMED,1901-09-10,0, HU,39.5N,35.7W,70
9793,AL071901,            UNNAMED,1901-09-10,600, HU,41.0N,33.8W,70
9794,AL071901,            UNNAMED,1901-09-10,1200, HU,43.0N,32.0W,65
9795,AL071901,            UNNAMED,1901-09-10,1800, HU,44.4N,30.9W,65
9796,AL071901,            UNNAMED,1901-09-11,0, EX,45.8N,29.3W,55
9797,AL071901,            UNNAMED,1901-09-11,600, EX,47.3N,27.7W,45
9798,AL071901,            UNNAMED,1901-09-11,1200, EX,48.6N,25.0W,40
9799,AL071901,            UNNAMED,1901-09-11,1800, EX,49.2N,20.0W,35
9800,AL081901,            UNNAMED,1901-09-09,600, TS,17.6N,50.7W,35
9801,AL081901,            UNNAMED,1901-09-09,1200, TS,17.5N,52.0W,35
9802,AL081901,            UNNAMED,1901-09-09,1800, TS,17.5N,53.2W,35
9803,AL081901,            UNNAMED,1901-09-10,0, TS,17.4N,54.6W,35
9804,AL081901,            UNNAMED,1901-09-10,600, TS,17.4N,56.0W,35
9805,AL081901,            UNNAMED,1901-09-10,1200, TS,17.3N,57.3W,35
9806,AL081901,            UNNAMED,1901-09-10,1800, TS,17.4N,58.8W,35
9807,AL081901,            UNNAMED,1901-09-11,0, TS,17.5N,60.1W,35
9808,AL081901,            UNNAMED,1901-09-11,600, TS,17.6N,61.3W,40
9809,AL081901,            UNNAMED,1901-09-11,1200, TS,17.8N,62.7W,45
9810,AL081901,            UNNAMED,1901-09-11,1800, TS,18.1N,64.3W,50
9811,AL081901,            UNNAMED,1901-09-12,0, TS,18.4N,65.6W,50
9812,AL081901,            UNNAMED,1901-09-12,600, TS,18.5N,66.9W,50
9813,AL081901,            UNNAMED,1901-09-12,1200, TS,18.6N,68.2W,50
9814,AL081901,            UNNAMED,1901-09-12,1800, TS,18.7N,69.6W,40
9815,AL081901,            UNNAMED,1901-09-13,0, TS,18.8N,71.0W,35
9816,AL081901,            UNNAMED,1901-09-13,600, TS,18.9N,72.6W,35
9817,AL081901,            UNNAMED,1901-09-13,1200, TS,19.0N,74.3W,45
9818,AL081901,            UNNAMED,1901-09-13,1800, TS,19.1N,75.7W,50
9819,AL081901,            UNNAMED,1901-09-14,0, TS,19.2N,77.0W,55
9820,AL081901,            UNNAMED,1901-09-14,600, TS,19.4N,78.3W,60
9821,AL081901,            UNNAMED,1901-09-14,1200, HU,19.7N,79.5W,65
9822,AL081901,            UNNAMED,1901-09-14,1800, HU,20.1N,80.6W,65
9823,AL081901,            UNNAMED,1901-09-15,0, HU,20.5N,81.9W,70
9824,AL081901,            UNNAMED,1901-09-15,600, HU,21.0N,83.3W,70
9825,AL081901,            UNNAMED,1901-09-15,1200, HU,21.5N,84.5W,70
9826,AL081901,            UNNAMED,1901-09-15,1800, HU,22.0N,85.6W,65
9827,AL081901,            UNNAMED,1901-09-16,0, TS,22.6N,86.5W,60
9828,AL081901,            UNNAMED,1901-09-16,600, TS,23.3N,87.3W,55
9829,AL081901,            UNNAMED,1901-09-16,1200, TS,24.3N,88.0W,50
9830,AL081901,            UNNAMED,1901-09-16,1800, TS,25.3N,88.5W,50
9831,AL081901,            UNNAMED,1901-09-17,0, TS,26.5N,88.5W,50
9832,AL081901,            UNNAMED,1901-09-17,600, TS,27.7N,88.1W,50
9833,AL081901,            UNNAMED,1901-09-17,1200, TS,29.0N,87.5W,50
9834,AL081901,            UNNAMED,1901-09-17,1800, TS,30.3N,86.7W,50
9835,AL081901,            UNNAMED,1901-09-17,2000, TS,30.4N,86.6W,50
9836,AL081901,            UNNAMED,1901-09-18,0, TS,31.6N,85.3W,40
9837,AL081901,            UNNAMED,1901-09-18,600, TS,32.5N,83.4W,35
9838,AL081901,            UNNAMED,1901-09-18,1200, TS,33.0N,81.2W,35
9839,AL081901,            UNNAMED,1901-09-18,1800, TS,34.2N,77.0W,35
9840,AL081901,            UNNAMED,1901-09-19,0, EX,35.8N,74.2W,40
9841,AL081901,            UNNAMED,1901-09-19,600, EX,37.1N,72.5W,45
9842,AL081901,            UNNAMED,1901-09-19,1200, EX,38.7N,70.0W,50
9843,AL081901,            UNNAMED,1901-09-19,1800, EX,40.5N,67.2W,50
9844,AL091901,            UNNAMED,1901-09-12,0, TS,11.1N,28.1W,35
9845,AL091901,            UNNAMED,1901-09-12,600, TS,11.5N,28.5W,35
9846,AL091901,            UNNAMED,1901-09-12,1200, TS,12.1N,28.9W,35
9847,AL091901,            UNNAMED,1901-09-12,1800, TS,12.7N,29.1W,35
9848,AL091901,            UNNAMED,1901-09-13,0, TS,13.3N,29.4W,40
9849,AL091901,            UNNAMED,1901-09-13,600, TS,13.8N,29.5W,40
9850,AL091901,            UNNAMED,1901-09-13,1200, TS,14.3N,29.6W,45
9851,AL091901,            UNNAMED,1901-09-13,1800, TS,14.8N,29.6W,45
9852,AL091901,            UNNAMED,1901-09-14,0, TS,15.3N,29.6W,50
9853,AL091901,            UNNAMED,1901-09-14,600, TS,15.8N,29.4W,50
9854,AL091901,            UNNAMED,1901-09-14,1200, TS,16.2N,29.2W,50
9855,AL091901,            UNNAMED,1901-09-14,1800, TS,16.6N,29.1W,50
9856,AL091901,            UNNAMED,1901-09-15,0, TS,17.0N,29.0W,45
9857,AL091901,            UNNAMED,1901-09-15,600, TS,17.4N,29.0W,40
9858,AL091901,            UNNAMED,1901-09-15,1200, TS,17.8N,29.2W,35
9859,AL091901,            UNNAMED,1901-09-15,1800, TS,18.1N,29.4W,35
9860,AL091901,            UNNAMED,1901-09-16,0, TS,18.4N,29.8W,35
9861,AL091901,            UNNAMED,1901-09-16,600, TS,18.6N,30.2W,35
9862,AL091901,            UNNAMED,1901-09-16,1200, TS,18.9N,30.7W,35
9863,AL091901,            UNNAMED,1901-09-16,1800, TS,19.1N,30.9W,35
9864,AL091901,            UNNAMED,1901-09-17,0, TS,19.4N,31.1W,35
9865,AL091901,            UNNAMED,1901-09-17,600, TS,19.8N,31.4W,35
9866,AL091901,            UNNAMED,1901-09-17,1200, TS,20.2N,31.6W,35
9867,AL091901,            UNNAMED,1901-09-17,1800, TD,20.8N,32.0W,30
9868,AL101901,            UNNAMED,1901-09-21,0, TS,13.7N,73.0W,35
9869,AL101901,            UNNAMED,1901-09-21,600, TS,13.8N,74.0W,35
9870,AL101901,            UNNAMED,1901-09-21,1200, TS,14.0N,75.0W,35
9871,AL101901,            UNNAMED,1901-09-21,1800, TS,14.2N,75.9W,35
9872,AL101901,            UNNAMED,1901-09-22,0, TS,14.4N,76.9W,35
9873,AL101901,            UNNAMED,1901-09-22,600, TS,14.7N,78.0W,35
9874,AL101901,            UNNAMED,1901-09-22,1200, TS,15.0N,79.0W,35
9875,AL101901,            UNNAMED,1901-09-22,1800, TS,15.2N,79.8W,35
9876,AL101901,            UNNAMED,1901-09-23,0, TS,15.5N,80.6W,35
9877,AL101901,            UNNAMED,1901-09-23,600, TS,15.9N,81.3W,35
9878,AL101901,            UNNAMED,1901-09-23,1200, TS,16.5N,82.0W,35
9879,AL101901,            UNNAMED,1901-09-23,1800, TS,16.9N,82.3W,35
9880,AL101901,            UNNAMED,1901-09-24,0, TS,17.4N,82.5W,35
9881,AL101901,            UNNAMED,1901-09-24,600, TS,18.0N,82.8W,35
9882,AL101901,            UNNAMED,1901-09-24,1200, TS,18.5N,83.0W,35
9883,AL101901,            UNNAMED,1901-09-24,1800, TS,18.8N,83.2W,35
9884,AL101901,            UNNAMED,1901-09-25,0, TS,19.2N,83.3W,35
9885,AL101901,            UNNAMED,1901-09-25,600, TS,19.6N,83.4W,35
9886,AL101901,            UNNAMED,1901-09-25,1200, TS,20.0N,83.5W,40
9887,AL101901,            UNNAMED,1901-09-25,1800, TS,20.3N,83.7W,40
9888,AL101901,            UNNAMED,1901-09-26,0, TS,20.7N,83.8W,40
9889,AL101901,            UNNAMED,1901-09-26,600, TS,21.1N,83.9W,45
9890,AL101901,            UNNAMED,1901-09-26,1200, TS,21.5N,84.0W,45
9891,AL101901,            UNNAMED,1901-09-26,1800, TS,22.1N,84.2W,45
9892,AL101901,            UNNAMED,1901-09-27,0, TS,23.2N,84.5W,40
9893,AL101901,            UNNAMED,1901-09-27,600, TS,24.3N,84.8W,40
9894,AL101901,            UNNAMED,1901-09-27,1200, TS,25.5N,85.0W,40
9895,AL101901,            UNNAMED,1901-09-27,1800, TS,27.0N,84.9W,40
9896,AL101901,            UNNAMED,1901-09-28,0, TS,28.8N,84.7W,40
9897,AL101901,            UNNAMED,1901-09-28,300, TS,29.9N,84.6W,40
9898,AL101901,            UNNAMED,1901-09-28,600, TS,30.6N,84.5W,35
9899,AL101901,            UNNAMED,1901-09-28,1200, EX,32.5N,84.0W,35
9900,AL101901,            UNNAMED,1901-09-28,1800, EX,35.1N,82.7W,35
9901,AL101901,            UNNAMED,1901-09-29,0, EX,37.8N,81.4W,30
9902,AL101901,            UNNAMED,1901-09-29,600, EX,40.3N,80.1W,25
9903,AL101901,            UNNAMED,1901-09-29,1200, EX,42.5N,78.6W,25
9904,AL101901,            UNNAMED,1901-09-29,1800, EX,44.2N,76.5W,25
9905,AL101901,            UNNAMED,1901-09-30,0, EX,45.7N,74.5W,25
9906,AL101901,            UNNAMED,1901-09-30,600, EX,47.0N,72.5W,25
9907,AL101901,            UNNAMED,1901-09-30,1200, EX,48.0N,68.5W,25
9908,AL101901,            UNNAMED,1901-09-30,1800, EX,48.2N,63.9W,30
9909,AL101901,            UNNAMED,1901-10-01,0, EX,48.2N,60.1W,30
9910,AL101901,            UNNAMED,1901-10-01,600, EX,48.3N,55.9W,35
9911,AL101901,            UNNAMED,1901-10-01,1200, EX,48.5N,51.5W,35
9912,AL101901,            UNNAMED,1901-10-01,1800, EX,49.0N,46.1W,40
9913,AL101901,            UNNAMED,1901-10-02,0, EX,50.8N,39.4W,40
9914,AL101901,            UNNAMED,1901-10-02,600, EX,53.1N,32.6W,45
9915,AL101901,            UNNAMED,1901-10-02,1200, EX,55.3N,27.0W,45
9916,AL111901,            UNNAMED,1901-10-05,0, TS,12.0N,51.5W,35
9917,AL111901,            UNNAMED,1901-10-05,600, TS,12.2N,51.7W,35
9918,AL111901,            UNNAMED,1901-10-05,1200, TS,12.5N,52.0W,35
9919,AL111901,            UNNAMED,1901-10-05,1800, TS,12.7N,52.3W,35
9920,AL111901,            UNNAMED,1901-10-06,0, TS,13.0N,52.6W,40
9921,AL111901,            UNNAMED,1901-10-06,600, TS,13.2N,52.9W,40
9922,AL111901,            UNNAMED,1901-10-06,1200, TS,13.5N,53.3W,40
9923,AL111901,            UNNAMED,1901-10-06,1800, TS,13.8N,53.7W,45
9924,AL111901,            UNNAMED,1901-10-07,0, TS,14.2N,54.1W,50
9925,AL111901,            UNNAMED,1901-10-07,600, TS,14.6N,54.5W,55
9926,AL111901,            UNNAMED,1901-10-07,1200, TS,15.0N,55.0W,60
9927,AL111901,            UNNAMED,1901-10-07,1800, TS,15.5N,55.6W,60
9928,AL111901,            UNNAMED,1901-10-08,0, TS,16.2N,56.7W,60
9929,AL111901,            UNNAMED,1901-10-08,600, TS,16.9N,57.6W,60
9930,AL111901,            UNNAMED,1901-10-08,1200, TS,17.5N,58.5W,55
9931,AL111901,            UNNAMED,1901-10-08,1800, TS,18.4N,59.6W,50
9932,AL111901,            UNNAMED,1901-10-09,0, TS,19.4N,60.6W,45
9933,AL111901,            UNNAMED,1901-10-09,600, TS,20.2N,61.4W,40
9934,AL111901,            UNNAMED,1901-10-09,1200, TS,21.0N,62.3W,35
9935,AL111901,            UNNAMED,1901-10-09,1800, TS,21.8N,63.7W,35
9936,AL111901,            UNNAMED,1901-10-10,0, TS,22.7N,65.5W,35
9937,AL111901,            UNNAMED,1901-10-10,600, TS,24.0N,67.0W,35
9938,AL111901,            UNNAMED,1901-10-10,1200, TS,25.6N,68.5W,35
9939,AL111901,            UNNAMED,1901-10-10,1800, TS,27.7N,69.0W,35
9940,AL111901,            UNNAMED,1901-10-11,0, EX,30.3N,68.5W,40
9941,AL111901,            UNNAMED,1901-10-11,600, EX,33.0N,67.2W,40
9942,AL111901,            UNNAMED,1901-10-11,1200, EX,35.0N,65.0W,45
9943,AL111901,            UNNAMED,1901-10-11,1800, EX,35.8N,63.8W,45
9944,AL111901,            UNNAMED,1901-10-12,0, EX,36.5N,62.5W,45
9945,AL111901,            UNNAMED,1901-10-12,600, EX,37.3N,61.3W,40
9946,AL111901,            UNNAMED,1901-10-12,1200, EX,38.1N,60.0W,35
9947,AL111901,            UNNAMED,1901-10-12,1800, EX,39.2N,58.7W,35
9948,AL111901,            UNNAMED,1901-10-13,0, EX,40.2N,57.0W,35
9949,AL111901,            UNNAMED,1901-10-13,600, EX,41.1N,55.6W,35
9950,AL111901,            UNNAMED,1901-10-13,1200, EX,42.0N,54.1W,35
9951,AL111901,            UNNAMED,1901-10-13,1800, EX,43.0N,51.6W,35
9952,AL111901,            UNNAMED,1901-10-14,0, EX,43.9N,48.4W,35
9953,AL111901,            UNNAMED,1901-10-14,600, EX,44.9N,44.4W,35
9954,AL111901,            UNNAMED,1901-10-14,1200, EX,45.8N,40.0W,35
9955,AL121901,            UNNAMED,1901-10-15,0, TD,21.0N,80.0W,30
9956,AL121901,            UNNAMED,1901-10-15,600, TD,21.5N,79.3W,30
9957,AL121901,            UNNAMED,1901-10-15,1200, TD,22.0N,78.5W,30
9958,AL121901,            UNNAMED,1901-10-15,1800, TS,22.5N,77.7W,35
9959,AL121901,            UNNAMED,1901-10-16,0, TS,22.9N,76.7W,40
9960,AL121901,            UNNAMED,1901-10-16,600, TS,23.3N,75.8W,45
9961,AL121901,            UNNAMED,1901-10-16,1200, TS,23.7N,75.0W,50
9962,AL121901,            UNNAMED,1901-10-16,1800, TS,24.3N,73.7W,50
9963,AL121901,            UNNAMED,1901-10-17,0, TS,25.2N,72.4W,50
9964,AL121901,            UNNAMED,1901-10-17,600, TS,25.8N,71.1W,50
9965,AL121901,            UNNAMED,1901-10-17,1200, TS,26.5N,69.5W,45
9966,AL121901,            UNNAMED,1901-10-17,1800, TS,26.9N,68.4W,40
9967,AL121901,            UNNAMED,1901-10-18,0, TS,27.3N,67.2W,40
9968,AL121901,            UNNAMED,1901-10-18,600, EX,27.6N,66.1W,40
9969,AL121901,            UNNAMED,1901-10-18,1200, EX,28.0N,65.0W,40
9970,AL121901,            UNNAMED,1901-10-18,1800, EX,28.4N,63.7W,40
9971,AL131901,            UNNAMED,1901-10-30,1200, TD,19.3N,67.3W,30
9972,AL131901,            UNNAMED,1901-10-30,1800, TD,20.5N,67.2W,30
9973,AL131901,            UNNAMED,1901-10-31,0, TS,21.7N,67.1W,35
9974,AL131901,            UNNAMED,1901-10-31,600, TS,22.9N,66.9W,35
9975,AL131901,            UNNAMED,1901-10-31,1200, TS,24.0N,66.7W,35
9976,AL131901,            UNNAMED,1901-10-31,1800, TS,24.7N,66.4W,35
9977,AL131901,            UNNAMED,1901-11-01,0, TS,25.4N,66.1W,40
9978,AL131901,            UNNAMED,1901-11-01,600, TS,26.1N,65.7W,45
9979,AL131901,            UNNAMED,1901-11-01,1200, TS,26.7N,65.3W,50
9980,AL131901,            UNNAMED,1901-11-01,1800, TS,27.4N,64.9W,55
9981,AL131901,            UNNAMED,1901-11-02,0, TS,28.0N,64.6W,55
9982,AL131901,            UNNAMED,1901-11-02,600, TS,28.6N,64.2W,60
9983,AL131901,            UNNAMED,1901-11-02,1200, TS,29.3N,63.5W,60
9984,AL131901,            UNNAMED,1901-11-02,1800, HU,29.6N,62.8W,65
9985,AL131901,            UNNAMED,1901-11-03,0, HU,30.0N,62.0W,70
9986,AL131901,            UNNAMED,1901-11-03,600, HU,30.5N,61.1W,70
9987,AL131901,            UNNAMED,1901-11-03,1200, HU,31.2N,60.3W,70
9988,AL131901,            UNNAMED,1901-11-03,1800, HU,32.4N,59.1W,70
9989,AL131901,            UNNAMED,1901-11-04,0, HU,34.0N,58.1W,65
9990,AL131901,            UNNAMED,1901-11-04,600, TS,35.6N,57.1W,60
9991,AL131901,            UNNAMED,1901-11-04,1200, TS,36.8N,56.3W,55
9992,AL131901,            UNNAMED,1901-11-04,1800, TS,37.4N,55.7W,50
9993,AL131901,            UNNAMED,1901-11-05,0, TS,37.9N,55.5W,50
9994,AL131901,            UNNAMED,1901-11-05,600, TS,38.3N,55.0W,50
9995,AL131901,            UNNAMED,1901-11-05,1200, TS,38.5N,54.5W,45
9996,AL131901,            UNNAMED,1901-11-05,1800, TS,38.3N,53.4W,45
9997,AL131901,            UNNAMED,1901-11-06,0, EX,37.8N,52.5W,40
9998,AL131901,            UNNAMED,1901-11-06,600, EX,37.3N,51.5W,40
9999,AL131901,            UNNAMED,1901-11-06,1200, EX,37.0N,50.5W,35
10000,AL131901,            UNNAMED,1901-11-06,1800, EX,37.0N,49.2W,30
10001,AL011902,            UNNAMED,1902-06-12,1200, TD,17.7N,84.0W,30
10002,AL011902,            UNNAMED,1902-06-12,1800, TD,19.1N,83.6W,30
10003,AL011902,            UNNAMED,1902-06-13,0, TS,20.7N,83.3W,35
10004,AL011902,            UNNAMED,1902-06-13,600, TS,22.2N,83.1W,40
10005,AL011902,            UNNAMED,1902-06-13,1200, TS,23.8N,83.0W,45
10006,AL011902,            UNNAMED,1902-06-13,1800, TS,24.9N,83.2W,50
10007,AL011902,            UNNAMED,1902-06-14,0, TS,25.9N,83.5W,50
10008,AL011902,            UNNAMED,1902-06-14,600, TS,26.9N,83.8W,50
10009,AL011902,            UNNAMED,1902-06-14,1200, TS,28.0N,84.0W,50
10010,AL011902,            UNNAMED,1902-06-14,1800, TS,29.0N,83.9W,50
10011,AL011902,            UNNAMED,1902-06-14,2300, TS,29.8N,83.7W,50
10012,AL011902,            UNNAMED,1902-06-15,0, TS,30.0N,83.6W,45
10013,AL011902,            UNNAMED,1902-06-15,600, TS,31.0N,83.2W,40
10014,AL011902,            UNNAMED,1902-06-15,1200, TS,32.0N,82.5W,35
10015,AL011902,            UNNAMED,1902-06-15,1800, TS,33.0N,81.7W,35
10016,AL011902,            UNNAMED,1902-06-16,0, TS,34.0N,80.7W,35
10017,AL011902,            UNNAMED,1902-06-16,600, TS,35.2N,79.5W,35
10018,AL011902,            UNNAMED,1902-06-16,1200, EX,36.7N,78.0W,40
10019,AL011902,            UNNAMED,1902-06-16,1800, EX,38.6N,74.9W,40
10020,AL011902,            UNNAMED,1902-06-17,0, EX,41.9N,71.5W,35
10021,AL011902,            UNNAMED,1902-06-17,600, EX,45.0N,68.2W,35
10022,AL011902,            UNNAMED,1902-06-17,1200, EX,47.5N,66.0W,30
10023,AL011902,            UNNAMED,1902-06-17,1800, EX,49.4N,64.0W,30
10024,AL021902,            UNNAMED,1902-06-21,0, TD,17.2N,92.1W,25
10025,AL021902,            UNNAMED,1902-06-21,600, TD,17.6N,92.4W,25
10026,AL021902,            UNNAMED,1902-06-21,1200, TD,18.0N,92.7W,25
10027,AL021902,            UNNAMED,1902-06-21,1800, TD,18.2N,92.9W,25
10028,AL021902,            UNNAMED,1902-06-22,0, TD,18.4N,93.0W,30
10029,AL021902,            UNNAMED,1902-06-22,600, TD,18.7N,93.2W,30
10030,AL021902,            UNNAMED,1902-06-22,1200, TD,19.0N,93.5W,30
10031,AL021902,            UNNAMED,1902-06-22,1800, TD,19.2N,93.7W,30
10032,AL021902,            UNNAMED,1902-06-23,0, TD,19.5N,93.9W,30
10033,AL021902,            UNNAMED,1902-06-23,600, TD,19.7N,94.1W,30
10034,AL021902,            UNNAMED,1902-06-23,1200, TD,20.0N,94.3W,30
10035,AL021902,            UNNAMED,1902-06-23,1800, TD,20.3N,94.5W,30
10036,AL021902,            UNNAMED,1902-06-24,0, TD,20.5N,94.6W,30
10037,AL021902,            UNNAMED,1902-06-24,600, TD,20.7N,94.8W,30
10038,AL021902,            UNNAMED,1902-06-24,1200, TS,21.0N,95.0W,35
10039,AL021902,            UNNAMED,1902-06-24,1800, TS,21.5N,95.3W,40
10040,AL021902,            UNNAMED,1902-06-25,0, TS,22.1N,95.6W,45
10041,AL021902,            UNNAMED,1902-06-25,600, TS,22.7N,96.0W,50
10042,AL021902,            UNNAMED,1902-06-25,1200, TS,23.3N,96.3W,55
10043,AL021902,            UNNAMED,1902-06-25,1800, TS,23.9N,96.6W,60
10044,AL021902,            UNNAMED,1902-06-26,0, HU,24.7N,96.8W,65
10045,AL021902,            UNNAMED,1902-06-26,600, HU,25.5N,96.9W,70
10046,AL021902,            UNNAMED,1902-06-26,1200, HU,26.4N,97.0W,65
10047,AL021902,            UNNAMED,1902-06-26,1800, TS,27.2N,97.1W,60
10048,AL021902,            UNNAMED,1902-06-26,2100, TS,27.7N,97.2W,60
10049,AL021902,            UNNAMED,1902-06-27,0, TS,28.1N,97.2W,50
10050,AL021902,            UNNAMED,1902-06-27,600, TS,29.0N,97.3W,45
10051,AL021902,            UNNAMED,1902-06-27,1200, TS,30.0N,97.4W,40
10052,AL021902,            UNNAMED,1902-06-27,1800, TS,31.5N,97.2W,35
10053,AL021902,            UNNAMED,1902-06-28,0, TS,32.8N,96.6W,35
10054,AL021902,            UNNAMED,1902-06-28,600, TS,34.2N,95.9W,35
10055,AL021902,            UNNAMED,1902-06-28,1200, EX,35.8N,94.5W,35
10056,AL021902,            UNNAMED,1902-06-28,1800, EX,37.6N,92.3W,35
10057,AL021902,            UNNAMED,1902-06-29,0, EX,39.5N,88.6W,35
10058,AL021902,            UNNAMED,1902-06-29,600, EX,40.6N,85.4W,35
10059,AL021902,            UNNAMED,1902-06-29,1200, EX,41.5N,82.0W,35
10060,AL021902,            UNNAMED,1902-06-29,1800, EX,41.8N,78.6W,35
10061,AL031902,            UNNAMED,1902-09-16,600, TS,7.7N,30.8W,35
10062,AL031902,            UNNAMED,1902-09-16,1200, TS,8.0N,32.0W,35
10063,AL031902,            UNNAMED,1902-09-16,1800, TS,8.5N,33.2W,35
10064,AL031902,            UNNAMED,1902-09-17,0, TS,9.2N,34.5W,35
10065,AL031902,            UNNAMED,1902-09-17,600, TS,9.8N,36.0W,35
10066,AL031902,            UNNAMED,1902-09-17,1200, TS,10.4N,37.5W,35
10067,AL031902,            UNNAMED,1902-09-17,1800, TS,10.9N,38.9W,35
10068,AL031902,            UNNAMED,1902-09-18,0, TS,11.4N,40.3W,40
10069,AL031902,            UNNAMED,1902-09-18,600, TS,11.9N,41.7W,40
10070,AL031902,            UNNAMED,1902-09-18,1200, TS,12.3N,43.0W,40
10071,AL031902,            UNNAMED,1902-09-18,1800, TS,12.6N,44.4W,45
10072,AL031902,            UNNAMED,1902-09-19,0, TS,13.1N,46.1W,50
10073,AL031902,            UNNAMED,1902-09-19,600, TS,13.6N,47.7W,50
10074,AL031902,            UNNAMED,1902-09-19,1200, TS,14.3N,49.3W,55
10075,AL031902,            UNNAMED,1902-09-19,1800, TS,15.3N,50.9W,60
10076,AL031902,            UNNAMED,1902-09-20,0, HU,16.8N,52.3W,65
10077,AL031902,            UNNAMED,1902-09-20,600, HU,18.9N,53.0W,70
10078,AL031902,            UNNAMED,1902-09-20,1200, HU,21.0N,53.0W,75
10079,AL031902,            UNNAMED,1902-09-20,1800, HU,22.9N,52.6W,80
10080,AL031902,            UNNAMED,1902-09-21,0, HU,24.7N,51.7W,85
10081,AL031902,            UNNAMED,1902-09-21,600, HU,26.5N,50.5W,85
10082,AL031902,            UNNAMED,1902-09-21,1200, HU,28.3N,49.5W,85
10083,AL031902,            UNNAMED,1902-09-21,1800, HU,30.2N,48.4W,85
10084,AL031902,            UNNAMED,1902-09-22,0, HU,32.1N,47.3W,80
10085,AL031902,            UNNAMED,1902-09-22,600, HU,33.6N,46.0W,75
10086,AL031902,            UNNAMED,1902-09-22,1200, EX,34.8N,44.8W,75
10087,AL031902,            UNNAMED,1902-09-22,1800, EX,35.8N,42.9W,70
