,ID,Name,Date,Time,Status,Latitude,Longitude,Maximum Wind
28887,AL091969,            CAMILLE,1969-08-18,0, HU,29.4N,89.0W,140
28888,AL091969,            CAMILLE,1969-08-18,400, HU,30.3N,89.4W,150
28889,AL091969,            CAMILLE,1969-08-18,600, HU,30.7N,89.6W,115
28890,AL091969,            CAMILLE,1969-08-18,1200, HU,32.0N,89.9W,75
28891,AL091969,            CAMILLE,1969-08-18,1800, TS,33.4N,90.1W,50
28892,AL091969,            CAMILLE,1969-08-19,0, TS,34.7N,90.0W,35
28893,AL091969,            CAMILLE,1969-08-19,600, TD,36.0N,89.3W,30
28894,AL091969,            CAMILLE,1969-08-19,1200, TD,37.0N,88.0W,30
28895,AL091969,            CAMILLE,1969-08-19,1800, TD,37.6N,86.0W,25
28896,AL091969,            CAMILLE,1969-08-20,0, TD,37.6N,84.0W,25
28897,AL091969,            CAMILLE,1969-08-20,600, TD,37.4N,80.6W,25
28898,AL091969,            CAMILLE,1969-08-20,1200, TD,37.2N,77.3W,30
28899,AL091969,            CAMILLE,1969-08-20,1800, TS,37.0N,75.3W,45
28900,AL091969,            CAMILLE,1969-08-21,0, TS,36.7N,73.6W,50
28901,AL091969,            CAMILLE,1969-08-21,600, TS,36.7N,70.9W,55
28902,AL091969,            CAMILLE,1969-08-21,1200, TS,37.1N,68.1W,60
28903,AL091969,            CAMILLE,1969-08-21,1800, TS,37.8N,64.7W,60
28904,AL091969,            CAMILLE,1969-08-22,0, TS,39.2N,61.8W,55
28905,AL091969,            CAMILLE,1969-08-22,600, TS,40.8N,58.2W,45
28906,AL091969,            CAMILLE,1969-08-22,1200, EX,43.0N,54.0W,35
28907,AL101969,            UNNAMED,1969-08-24,0, TD,17.5N,17.0W,25
28908,AL101969,            UNNAMED,1969-08-24,600, TD,17.6N,18.0W,25
28909,AL101969,            UNNAMED,1969-08-24,1200, TD,17.7N,18.5W,25
28910,AL101969,            UNNAMED,1969-08-24,1800, TD,17.9N,19.0W,25
28911,AL101969,            UNNAMED,1969-08-25,0, TD,18.0N,20.0W,25
28912,AL101969,            UNNAMED,1969-08-25,600, TD,18.0N,21.0W,25
28913,AL101969,            UNNAMED,1969-08-25,1200, TD,18.1N,22.0W,25
28914,AL101969,            UNNAMED,1969-08-25,1800, TD,18.2N,23.0W,25
28915,AL101969,            UNNAMED,1969-08-26,0, TD,18.5N,24.0W,25
28916,AL101969,            UNNAMED,1969-08-26,600, TD,18.5N,25.1W,25
28917,AL101969,            UNNAMED,1969-08-26,1200, TD,18.5N,27.0W,25
28918,AL101969,            UNNAMED,1969-08-26,1800, TD,18.5N,28.8W,25
28919,AL101969,            UNNAMED,1969-08-27,0, TD,18.5N,31.1W,25
28920,AL101969,            UNNAMED,1969-08-27,600, TD,18.4N,32.9W,25
28921,AL101969,            UNNAMED,1969-08-27,1200, TD,18.3N,34.8W,25
28922,AL101969,            UNNAMED,1969-08-27,1800, TD,18.2N,36.1W,25
28923,AL101969,            UNNAMED,1969-08-28,0, TD,18.0N,38.0W,25
28924,AL111969,            UNNAMED,1969-08-24,0, TD,15.0N,52.2W,25
28925,AL111969,            UNNAMED,1969-08-24,600, TD,15.0N,53.1W,25
28926,AL111969,            UNNAMED,1969-08-24,1200, TD,15.0N,54.1W,25
28927,AL111969,            UNNAMED,1969-08-24,1800, TD,15.0N,55.1W,25
28928,AL111969,            UNNAMED,1969-08-25,0, TD,15.0N,55.6W,25
28929,AL111969,            UNNAMED,1969-08-25,600, TD,15.1N,56.2W,25
28930,AL111969,            UNNAMED,1969-08-25,1200, TD,15.2N,57.0W,25
28931,AL111969,            UNNAMED,1969-08-25,1800, TD,15.2N,58.0W,25
28932,AL111969,            UNNAMED,1969-08-26,0, TD,15.2N,58.3W,25
28933,AL121969,                EVE,1969-08-25,0, TD,29.5N,78.5W,30
28934,AL121969,                EVE,1969-08-25,600, TD,29.6N,77.8W,30
28935,AL121969,                EVE,1969-08-25,1200, TD,29.7N,76.9W,30
28936,AL121969,                EVE,1969-08-25,1800, TS,29.8N,76.0W,40
28937,AL121969,                EVE,1969-08-26,0, TS,30.0N,75.1W,50
28938,AL121969,                EVE,1969-08-26,600, TS,30.3N,74.3W,45
28939,AL121969,                EVE,1969-08-26,1200, TS,30.8N,73.6W,45
28940,AL121969,                EVE,1969-08-26,1800, TS,31.4N,72.7W,40
28941,AL121969,                EVE,1969-08-27,0, TD,32.0N,71.5W,30
28942,AL121969,                EVE,1969-08-27,600, TD,32.5N,70.0W,30
28943,AL121969,                EVE,1969-08-27,1200, TD,32.7N,68.8W,30
28944,AL121969,                EVE,1969-08-27,1800, TD,32.8N,67.5W,25
28945,AL131969,          FRANCELIA,1969-08-29,0, TD,11.5N,62.0W,30
28946,AL131969,          FRANCELIA,1969-08-29,600, TD,11.8N,63.5W,30
28947,AL131969,          FRANCELIA,1969-08-29,1200, TD,12.0N,65.0W,30
28948,AL131969,          FRANCELIA,1969-08-29,1800, TD,12.5N,66.5W,30
28949,AL131969,          FRANCELIA,1969-08-30,0, TD,13.2N,69.2W,30
28950,AL131969,          FRANCELIA,1969-08-30,600, TD,13.7N,70.7W,30
28951,AL131969,          FRANCELIA,1969-08-30,1200, TS,14.3N,72.2W,40
28952,AL131969,          FRANCELIA,1969-08-30,1800, TS,14.9N,74.3W,50
28953,AL131969,          FRANCELIA,1969-08-31,0, TS,15.3N,75.8W,55
28954,AL131969,          FRANCELIA,1969-08-31,600, TS,15.6N,76.7W,60
28955,AL131969,          FRANCELIA,1969-08-31,1200, TS,16.0N,77.6W,60
28956,AL131969,          FRANCELIA,1969-08-31,1800, TS,16.2N,78.6W,60
28957,AL131969,          FRANCELIA,1969-09-01,0, TS,16.4N,79.4W,55
28958,AL131969,          FRANCELIA,1969-09-01,600, TS,16.8N,80.6W,55
28959,AL131969,          FRANCELIA,1969-09-01,1200, TS,17.1N,82.0W,60
28960,AL131969,          FRANCELIA,1969-09-01,1800, HU,17.3N,83.2W,65
28961,AL131969,          FRANCELIA,1969-09-02,0, HU,17.1N,84.7W,75
28962,AL131969,          FRANCELIA,1969-09-02,600, HU,16.8N,85.5W,80
28963,AL131969,          FRANCELIA,1969-09-02,1200, HU,16.6N,86.2W,85
28964,AL131969,          FRANCELIA,1969-09-02,1800, HU,16.4N,86.7W,100
28965,AL131969,          FRANCELIA,1969-09-03,0, HU,16.3N,87.6W,95
28966,AL131969,          FRANCELIA,1969-09-03,600, HU,16.3N,87.9W,85
28967,AL131969,          FRANCELIA,1969-09-03,1200, HU,16.2N,88.2W,85
28968,AL131969,          FRANCELIA,1969-09-03,1800, HU,16.2N,88.6W,85
28969,AL131969,          FRANCELIA,1969-09-04,0, HU,16.1N,88.8W,70
28970,AL131969,          FRANCELIA,1969-09-04,600, TS,16.1N,89.2W,60
28971,AL131969,          FRANCELIA,1969-09-04,1200, TS,16.2N,89.7W,40
28972,AL141969,            UNNAMED,1969-08-29,0, TD,27.5N,79.1W,25
28973,AL141969,            UNNAMED,1969-08-29,600, TD,27.6N,80.0W,25
28974,AL141969,            UNNAMED,1969-08-29,1200, TD,27.6N,80.7W,25
28975,AL141969,            UNNAMED,1969-08-29,1800, TD,27.7N,81.2W,25
28976,AL141969,            UNNAMED,1969-08-30,0, TD,27.8N,82.0W,25
28977,AL141969,            UNNAMED,1969-08-30,600, TD,27.9N,82.5W,25
28978,AL141969,            UNNAMED,1969-08-30,1200, TD,28.0N,83.0W,25
28979,AL141969,            UNNAMED,1969-08-30,1800, TD,28.1N,83.4W,25
28980,AL141969,            UNNAMED,1969-08-31,0, TD,28.2N,84.0W,25
28981,AL141969,            UNNAMED,1969-08-31,600, TD,28.3N,84.9W,25
28982,AL141969,            UNNAMED,1969-08-31,1200, TD,28.4N,85.2W,25
28983,AL141969,            UNNAMED,1969-08-31,1800, TD,28.6N,86.0W,25
28984,AL141969,            UNNAMED,1969-09-01,0, TD,28.9N,87.0W,-99
28985,AL151969,            UNNAMED,1969-09-05,0, TD,14.9N,17.0W,25
28986,AL151969,            UNNAMED,1969-09-05,600, TD,14.9N,17.9W,25
28987,AL151969,            UNNAMED,1969-09-05,1200, TD,15.0N,18.9W,25
28988,AL151969,            UNNAMED,1969-09-05,1800, TD,15.2N,19.9W,25
28989,AL151969,            UNNAMED,1969-09-06,0, TD,15.9N,21.0W,25
28990,AL151969,            UNNAMED,1969-09-06,600, TD,15.9N,21.9W,25
28991,AL151969,            UNNAMED,1969-09-06,1200, TD,16.0N,23.9W,30
28992,AL151969,            UNNAMED,1969-09-06,1800, TD,16.5N,25.3W,30
28993,AL151969,            UNNAMED,1969-09-07,0, TD,16.5N,26.5W,30
28994,AL151969,            UNNAMED,1969-09-07,600, TD,16.6N,27.1W,30
28995,AL151969,            UNNAMED,1969-09-07,1200, TD,16.6N,28.3W,30
28996,AL151969,            UNNAMED,1969-09-07,1800, TD,16.6N,29.8W,30
28997,AL151969,            UNNAMED,1969-09-08,0, TD,16.6N,30.9W,30
28998,AL151969,            UNNAMED,1969-09-08,600, TD,16.9N,32.1W,30
28999,AL151969,            UNNAMED,1969-09-08,1200, TD,16.9N,34.5W,30
29000,AL151969,            UNNAMED,1969-09-08,1800, TD,17.0N,36.5W,30
29001,AL151969,            UNNAMED,1969-09-09,0, TD,17.0N,37.1W,25
29002,AL151969,            UNNAMED,1969-09-09,600, TD,16.9N,39.3W,25
29003,AL151969,            UNNAMED,1969-09-09,1200, TD,16.9N,41.0W,25
29004,AL151969,            UNNAMED,1969-09-09,1800, TD,16.9N,43.5W,25
29005,AL151969,            UNNAMED,1969-09-10,0, TD,16.9N,45.0W,25
29006,AL161969,              GERDA,1969-09-06,0, TD,24.5N,77.0W,25
29007,AL161969,              GERDA,1969-09-06,600, TD,25.4N,78.0W,25
29008,AL161969,              GERDA,1969-09-06,1200, TD,26.0N,79.0W,25
29009,AL161969,              GERDA,1969-09-06,1800, TD,26.4N,79.6W,25
29010,AL161969,              GERDA,1969-09-07,0, TD,26.6N,80.2W,25
29011,AL161969,              GERDA,1969-09-07,600, TD,27.3N,81.1W,25
29012,AL161969,              GERDA,1969-09-07,1200, TD,27.8N,80.8W,25
29013,AL161969,              GERDA,1969-09-07,1800, TD,28.5N,80.4W,25
29014,AL161969,              GERDA,1969-09-08,0, TD,29.0N,80.0W,30
29015,AL161969,              GERDA,1969-09-08,600, TS,29.7N,79.7W,35
29016,AL161969,              GERDA,1969-09-08,1200, TS,30.7N,79.0W,45
29017,AL161969,              GERDA,1969-09-08,1800, HU,32.0N,78.0W,65
29018,AL161969,              GERDA,1969-09-09,0, HU,33.4N,76.4W,70
29019,AL161969,              GERDA,1969-09-09,600, HU,35.3N,74.4W,85
29020,AL161969,              GERDA,1969-09-09,1200, HU,37.8N,72.2W,110
29021,AL161969,              GERDA,1969-09-09,1800, HU,40.1N,69.9W,110
29022,AL161969,              GERDA,1969-09-10,0, HU,44.0N,67.5W,95
29023,AL161969,              GERDA,1969-09-10,600, EX,48.5N,66.0W,70
29024,AL161969,              GERDA,1969-09-10,1200, EX,53.0N,65.0W,40
29025,AL171969,              HOLLY,1969-09-14,1200, TD,11.9N,47.4W,25
29026,AL171969,              HOLLY,1969-09-14,1800, TD,12.3N,48.1W,30
29027,AL171969,              HOLLY,1969-09-15,0, TS,12.7N,48.5W,40
29028,AL171969,              HOLLY,1969-09-15,600, TS,13.3N,48.8W,50
29029,AL171969,              HOLLY,1969-09-15,1200, TS,14.0N,49.0W,60
29030,AL171969,              HOLLY,1969-09-15,1800, HU,14.5N,49.5W,75
29031,AL171969,              HOLLY,1969-09-16,0, HU,15.0N,50.0W,70
29032,AL171969,              HOLLY,1969-09-16,600, HU,15.3N,50.2W,65
29033,AL171969,              HOLLY,1969-09-16,1200, HU,15.5N,50.4W,65
29034,AL171969,              HOLLY,1969-09-16,1800, HU,16.0N,50.9W,70
29035,AL171969,              HOLLY,1969-09-17,0, HU,16.4N,51.2W,65
29036,AL171969,              HOLLY,1969-09-17,600, HU,16.6N,51.7W,65
29037,AL171969,              HOLLY,1969-09-17,1200, HU,16.9N,52.2W,65
29038,AL171969,              HOLLY,1969-09-17,1800, HU,17.0N,53.1W,65
29039,AL171969,              HOLLY,1969-09-18,0, TS,17.1N,53.8W,45
29040,AL171969,              HOLLY,1969-09-18,600, TS,17.0N,54.3W,45
29041,AL171969,              HOLLY,1969-09-18,1200, TS,16.9N,55.2W,40
29042,AL171969,              HOLLY,1969-09-18,1800, TS,16.8N,55.3W,35
29043,AL171969,              HOLLY,1969-09-19,0, TD,16.7N,55.5W,30
29044,AL171969,              HOLLY,1969-09-19,600, TD,16.4N,58.7W,30
29045,AL171969,              HOLLY,1969-09-19,1200, TD,16.2N,60.0W,30
29046,AL171969,              HOLLY,1969-09-19,1800, TD,15.9N,61.0W,25
29047,AL171969,              HOLLY,1969-09-20,0, TD,15.8N,62.0W,25
29048,AL171969,              HOLLY,1969-09-20,600, TD,15.5N,63.0W,25
29049,AL171969,              HOLLY,1969-09-20,1200, TD,15.3N,64.0W,25
29050,AL171969,              HOLLY,1969-09-20,1800, TD,15.0N,65.0W,25
29051,AL171969,              HOLLY,1969-09-21,0, TD,14.8N,65.9W,25
29052,AL181969,            UNNAMED,1969-09-16,0, TD,26.0N,88.1W,25
29053,AL181969,            UNNAMED,1969-09-16,600, TD,26.1N,88.3W,25
29054,AL181969,            UNNAMED,1969-09-16,1200, TD,26.2N,88.5W,25
29055,AL181969,            UNNAMED,1969-09-16,1800, TD,26.2N,88.7W,25
29056,AL181969,            UNNAMED,1969-09-17,0, TD,26.2N,89.3W,25
29057,AL181969,            UNNAMED,1969-09-17,600, TD,26.2N,90.0W,25
29058,AL181969,            UNNAMED,1969-09-17,1200, TD,26.2N,90.2W,25
29059,AL181969,            UNNAMED,1969-09-17,1800, TD,26.2N,90.8W,25
29060,AL181969,            UNNAMED,1969-09-18,0, TD,26.1N,91.0W,25
29061,AL181969,            UNNAMED,1969-09-18,600, TD,26.1N,91.4W,25
29062,AL181969,            UNNAMED,1969-09-18,1200, TD,26.1N,92.6W,25
29063,AL181969,            UNNAMED,1969-09-18,1800, TD,26.0N,93.3W,25
29064,AL181969,            UNNAMED,1969-09-19,0, TD,26.0N,94.5W,25
29065,AL181969,            UNNAMED,1969-09-19,600, TD,26.0N,95.1W,25
29066,AL181969,            UNNAMED,1969-09-19,1200, TD,25.1N,96.0W,25
29067,AL181969,            UNNAMED,1969-09-19,1800, TD,25.8N,96.7W,25
29068,AL181969,            UNNAMED,1969-09-20,0, TD,25.1N,97.1W,25
29069,AL191969,            UNNAMED,1969-09-19,0, TD,25.0N,85.0W,25
29070,AL191969,            UNNAMED,1969-09-19,600, TD,25.2N,85.1W,25
29071,AL191969,            UNNAMED,1969-09-19,1200, TD,25.9N,85.4W,25
29072,AL191969,            UNNAMED,1969-09-19,1800, TD,26.4N,85.8W,25
29073,AL191969,            UNNAMED,1969-09-20,0, TD,27.0N,86.2W,25
29074,AL191969,            UNNAMED,1969-09-20,600, TD,27.5N,86.2W,25
29075,AL191969,            UNNAMED,1969-09-20,1200, TD,28.3N,86.5W,25
29076,AL191969,            UNNAMED,1969-09-20,1800, TD,29.2N,86.5W,25
29077,AL201969,               INGA,1969-09-20,1200, TD,16.0N,47.0W,25
29078,AL201969,               INGA,1969-09-20,1800, TD,16.3N,48.0W,25
29079,AL201969,               INGA,1969-09-21,0, TD,16.5N,49.0W,30
29080,AL201969,               INGA,1969-09-21,600, TS,16.7N,50.2W,35
29081,AL201969,               INGA,1969-09-21,1200, TS,16.8N,51.1W,40
29082,AL201969,               INGA,1969-09-21,1800, TS,16.9N,51.7W,45
29083,AL201969,               INGA,1969-09-22,0, TS,17.0N,52.3W,45
29084,AL201969,               INGA,1969-09-22,600, TS,17.1N,52.9W,45
29085,AL201969,               INGA,1969-09-22,1200, TS,17.2N,53.5W,50
29086,AL201969,               INGA,1969-09-22,1800, TS,17.3N,54.1W,50
29087,AL201969,               INGA,1969-09-23,0, TS,17.4N,54.7W,55
29088,AL201969,               INGA,1969-09-23,600, TS,17.6N,55.4W,50
29089,AL201969,               INGA,1969-09-23,1200, TS,17.8N,56.1W,35
29090,AL201969,               INGA,1969-09-23,1800, TD,18.0N,56.9W,30
29091,AL201969,               INGA,1969-09-24,0, TD,18.2N,57.8W,30
29092,AL201969,               INGA,1969-09-24,600, TD,18.4N,58.7W,25
29093,AL201969,               INGA,1969-09-24,1200, TD,18.6N,59.6W,25
29094,AL201969,               INGA,1969-09-24,1800, TD,18.8N,60.3W,25
29095,AL201969,               INGA,1969-09-25,0, TD,19.0N,60.9W,30
29096,AL201969,               INGA,1969-09-25,600, TD,19.3N,61.5W,30
29097,AL201969,               INGA,1969-09-25,1200, TD,19.6N,62.0W,30
29098,AL201969,               INGA,1969-09-25,1800, TD,20.0N,62.3W,25
29099,AL201969,               INGA,1969-09-26,0, TD,20.4N,62.5W,25
29100,AL201969,               INGA,1969-09-26,600, TD,20.8N,62.8W,25
29101,AL201969,               INGA,1969-09-26,1200, TD,21.2N,63.0W,25
29102,AL201969,               INGA,1969-09-26,1800, TD,21.6N,63.2W,25
29103,AL201969,               INGA,1969-09-27,0, TD,21.9N,63.3W,25
29104,AL201969,               INGA,1969-09-27,600, TD,22.2N,63.5W,25
29105,AL201969,               INGA,1969-09-27,1200, TD,22.5N,63.6W,25
29106,AL201969,               INGA,1969-09-27,1800, TD,22.8N,63.7W,25
29107,AL201969,               INGA,1969-09-28,0, TD,23.0N,63.8W,25
29108,AL201969,               INGA,1969-09-28,600, TD,23.2N,63.9W,25
29109,AL201969,               INGA,1969-09-28,1200, TD,23.5N,64.0W,30
29110,AL201969,               INGA,1969-09-28,1800, TS,23.8N,64.2W,35
29111,AL201969,               INGA,1969-09-29,0, TS,24.2N,64.4W,35
29112,AL201969,               INGA,1969-09-29,600, TS,24.5N,64.6W,40
29113,AL201969,               INGA,1969-09-29,1200, TS,24.8N,64.8W,50
29114,AL201969,               INGA,1969-09-29,1800, TS,25.4N,65.0W,55
29115,AL201969,               INGA,1969-09-30,0, HU,26.1N,64.7W,65
29116,AL201969,               INGA,1969-09-30,600, HU,26.7N,64.2W,70
29117,AL201969,               INGA,1969-09-30,1200, HU,27.2N,63.8W,75
29118,AL201969,               INGA,1969-09-30,1800, HU,27.8N,63.4W,80
29119,AL201969,               INGA,1969-10-01,0, HU,28.3N,63.0W,80
29120,AL201969,               INGA,1969-10-01,600, HU,28.8N,62.6W,80
29121,AL201969,               INGA,1969-10-01,1200, HU,29.3N,62.2W,80
29122,AL201969,               INGA,1969-10-01,1800, HU,29.7N,61.8W,80
29123,AL201969,               INGA,1969-10-02,0, HU,29.7N,61.6W,80
29124,AL201969,               INGA,1969-10-02,600, HU,29.3N,61.5W,80
29125,AL201969,               INGA,1969-10-02,1200, HU,28.9N,61.6W,80
29126,AL201969,               INGA,1969-10-02,1800, HU,28.5N,61.8W,80
29127,AL201969,               INGA,1969-10-03,0, HU,28.1N,62.1W,70
29128,AL201969,               INGA,1969-10-03,600, HU,27.8N,62.7W,70
29129,AL201969,               INGA,1969-10-03,1200, HU,27.6N,63.4W,70
29130,AL201969,               INGA,1969-10-03,1800, HU,27.6N,64.2W,70
29131,AL201969,               INGA,1969-10-04,0, HU,27.7N,65.0W,70
29132,AL201969,               INGA,1969-10-04,600, HU,27.9N,65.4W,70
29133,AL201969,               INGA,1969-10-04,1200, HU,28.4N,65.7W,75
29134,AL201969,               INGA,1969-10-04,1800, HU,29.1N,65.1W,80
29135,AL201969,               INGA,1969-10-05,0, HU,29.7N,63.8W,90
29136,AL201969,               INGA,1969-10-05,600, HU,30.5N,62.3W,95
29137,AL201969,               INGA,1969-10-05,1200, HU,31.2N,60.7W,95
29138,AL201969,               INGA,1969-10-05,1800, HU,31.9N,59.5W,100
29139,AL201969,               INGA,1969-10-06,0, HU,32.5N,58.3W,95
29140,AL201969,               INGA,1969-10-06,600, HU,33.1N,57.3W,90
29141,AL201969,               INGA,1969-10-06,1200, HU,33.6N,56.5W,80
29142,AL201969,               INGA,1969-10-06,1800, HU,33.9N,56.0W,80
29143,AL201969,               INGA,1969-10-07,0, HU,34.1N,55.5W,80
29144,AL201969,               INGA,1969-10-07,600, HU,34.3N,55.0W,80
29145,AL201969,               INGA,1969-10-07,1200, HU,34.4N,54.5W,85
29146,AL201969,               INGA,1969-10-07,1800, HU,34.5N,54.0W,85
29147,AL201969,               INGA,1969-10-08,0, HU,34.5N,53.6W,85
29148,AL201969,               INGA,1969-10-08,600, HU,34.4N,53.2W,70
29149,AL201969,               INGA,1969-10-08,1200, HU,34.3N,52.8W,65
29150,AL201969,               INGA,1969-10-08,1800, HU,34.1N,52.4W,75
29151,AL201969,               INGA,1969-10-09,0, HU,33.9N,52.0W,75
29152,AL201969,               INGA,1969-10-09,600, HU,33.3N,51.7W,75
29153,AL201969,               INGA,1969-10-09,1200, HU,32.7N,51.5W,75
29154,AL201969,               INGA,1969-10-09,1800, HU,32.2N,51.4W,75
29155,AL201969,               INGA,1969-10-10,0, HU,31.7N,51.3W,70
29156,AL201969,               INGA,1969-10-10,600, HU,31.2N,51.2W,70
29157,AL201969,               INGA,1969-10-10,1200, TS,30.6N,51.1W,60
29158,AL201969,               INGA,1969-10-10,1800, TS,30.0N,51.0W,60
29159,AL201969,               INGA,1969-10-11,0, TS,29.3N,51.4W,60
29160,AL201969,               INGA,1969-10-11,600, TS,28.7N,51.9W,55
29161,AL201969,               INGA,1969-10-11,1200, TS,28.2N,52.5W,50
29162,AL201969,               INGA,1969-10-11,1800, TS,27.7N,53.1W,40
29163,AL201969,               INGA,1969-10-12,0, TS,27.2N,53.9W,40
29164,AL201969,               INGA,1969-10-12,600, TS,26.8N,54.7W,40
29165,AL201969,               INGA,1969-10-12,1200, TS,26.4N,55.5W,35
29166,AL201969,               INGA,1969-10-12,1800, TS,26.2N,56.3W,35
29167,AL201969,               INGA,1969-10-13,0, TS,26.0N,57.1W,35
29168,AL201969,               INGA,1969-10-13,600, TD,25.9N,57.9W,30
29169,AL201969,               INGA,1969-10-13,1200, TD,25.8N,58.8W,30
29170,AL201969,               INGA,1969-10-13,1800, TD,25.8N,59.6W,30
29171,AL201969,               INGA,1969-10-14,0, TD,25.8N,60.2W,30
29172,AL201969,               INGA,1969-10-14,600, TD,25.8N,60.7W,30
29173,AL201969,               INGA,1969-10-14,1200, TD,25.9N,61.0W,25
29174,AL201969,               INGA,1969-10-14,1800, TD,26.0N,61.3W,25
29175,AL201969,               INGA,1969-10-15,0, TD,26.1N,61.6W,25
29176,AL211969,            UNNAMED,1969-09-21,1200, SD,34.0N,71.0W,30
29177,AL211969,            UNNAMED,1969-09-21,1800, SS,34.1N,70.5W,35
29178,AL211969,            UNNAMED,1969-09-22,0, SS,34.2N,70.0W,40
29179,AL211969,            UNNAMED,1969-09-22,600, SS,34.3N,69.5W,45
29180,AL211969,            UNNAMED,1969-09-22,1200, SS,34.5N,69.0W,45
29181,AL211969,            UNNAMED,1969-09-22,1800, SS,34.7N,68.5W,50
29182,AL211969,            UNNAMED,1969-09-23,0, SS,35.0N,68.0W,50
29183,AL211969,            UNNAMED,1969-09-23,600, SS,35.2N,67.5W,50
29184,AL211969,            UNNAMED,1969-09-23,1200, SS,35.5N,67.0W,55
29185,AL211969,            UNNAMED,1969-09-23,1800, SS,35.9N,66.8W,55
29186,AL211969,            UNNAMED,1969-09-24,0, SS,36.3N,66.5W,60
29187,AL211969,            UNNAMED,1969-09-24,600, SS,36.7N,66.3W,60
29188,AL211969,            UNNAMED,1969-09-24,1200, HU,37.0N,66.0W,65
29189,AL211969,            UNNAMED,1969-09-24,1800, HU,37.5N,65.7W,65
29190,AL211969,            UNNAMED,1969-09-25,0, HU,38.5N,65.0W,65
29191,AL211969,            UNNAMED,1969-09-25,600, HU,40.2N,62.8W,65
29192,AL211969,            UNNAMED,1969-09-25,1200, HU,42.0N,60.0W,65
29193,AL211969,            UNNAMED,1969-09-25,1800, HU,43.4N,57.9W,65
29194,AL211969,            UNNAMED,1969-09-26,0, HU,44.5N,56.0W,65
29195,AL221969,            UNNAMED,1969-09-24,1200, SD,36.5N,35.0W,30
29196,AL221969,            UNNAMED,1969-09-24,1800, SD,35.5N,35.7W,30
29197,AL221969,            UNNAMED,1969-09-25,0, SD,35.0N,36.5W,30
29198,AL221969,            UNNAMED,1969-09-25,600, SD,35.0N,37.6W,30
29199,AL221969,            UNNAMED,1969-09-25,1200, SS,35.0N,38.5W,35
29200,AL221969,            UNNAMED,1969-09-25,1800, SS,35.1N,38.9W,40
29201,AL221969,            UNNAMED,1969-09-26,0, SS,35.2N,39.2W,45
29202,AL221969,            UNNAMED,1969-09-26,600, TS,35.3N,39.6W,50
29203,AL221969,            UNNAMED,1969-09-26,1200, TS,35.5N,40.0W,50
29204,AL221969,            UNNAMED,1969-09-26,1800, TS,36.0N,40.0W,50
29205,AL221969,            UNNAMED,1969-09-27,0, TS,36.5N,39.5W,55
29206,AL221969,            UNNAMED,1969-09-27,600, TS,37.0N,38.7W,60
29207,AL221969,            UNNAMED,1969-09-27,1200, TS,37.5N,38.0W,60
29208,AL221969,            UNNAMED,1969-09-27,1800, TS,38.2N,37.5W,60
29209,AL221969,            UNNAMED,1969-09-28,0, TS,39.0N,37.2W,60
29210,AL221969,            UNNAMED,1969-09-28,600, TS,40.0N,37.0W,60
29211,AL221969,            UNNAMED,1969-09-28,1200, TS,41.0N,37.0W,60
29212,AL221969,            UNNAMED,1969-09-28,1800, TS,41.6N,37.3W,60
29213,AL221969,            UNNAMED,1969-09-29,0, TS,42.2N,38.0W,60
29214,AL221969,            UNNAMED,1969-09-29,600, TS,42.8N,39.5W,60
29215,AL221969,            UNNAMED,1969-09-29,1200, TS,43.5N,41.0W,60
29216,AL221969,            UNNAMED,1969-09-29,1800, TS,44.8N,41.4W,55
29217,AL221969,            UNNAMED,1969-09-30,0, TS,47.0N,41.0W,50
29218,AL231969,            UNNAMED,1969-09-29,1200, SD,23.5N,85.5W,30
29219,AL231969,            UNNAMED,1969-09-29,1800, SS,24.0N,85.7W,45
29220,AL231969,            UNNAMED,1969-09-30,0, SS,24.5N,86.0W,50
29221,AL231969,            UNNAMED,1969-09-30,600, SS,25.0N,86.3W,50
29222,AL231969,            UNNAMED,1969-09-30,1200, SS,25.5N,86.5W,50
29223,AL231969,            UNNAMED,1969-09-30,1800, SS,26.5N,86.5W,50
29224,AL231969,            UNNAMED,1969-10-01,0, SS,27.5N,86.6W,50
29225,AL231969,            UNNAMED,1969-10-01,600, SS,28.5N,86.6W,40
29226,AL231969,            UNNAMED,1969-10-01,1200, SD,29.5N,86.5W,30
29227,AL231969,            UNNAMED,1969-10-01,1800, SD,31.0N,86.5W,25
29228,AL241969,              JENNY,1969-10-01,1200, TD,19.0N,83.7W,25
29229,AL241969,              JENNY,1969-10-01,1800, TD,20.3N,83.2W,25
29230,AL241969,              JENNY,1969-10-02,0, TD,21.8N,82.8W,25
29231,AL241969,              JENNY,1969-10-02,600, TD,23.0N,82.4W,25
29232,AL241969,              JENNY,1969-10-02,1200, TD,24.3N,82.3W,30
29233,AL241969,              JENNY,1969-10-02,1800, TS,25.5N,82.1W,40
29234,AL241969,              JENNY,1969-10-03,0, TS,26.4N,81.8W,35
29235,AL241969,              JENNY,1969-10-03,600, TD,27.4N,81.2W,30
29236,AL241969,              JENNY,1969-10-03,1200, TD,28.5N,80.7W,30
29237,AL241969,              JENNY,1969-10-03,1800, TD,28.8N,80.7W,30
29238,AL241969,              JENNY,1969-10-04,0, TD,29.0N,80.9W,25
29239,AL241969,              JENNY,1969-10-04,600, TD,29.1N,81.2W,25
29240,AL241969,              JENNY,1969-10-04,1200, TD,29.0N,81.4W,25
