ID,Name,Month,Year,Time,Status,Latitude,Longitude,Maximum Wind
AL202010,              SHARY,October,2010,1200, HU,35.1N,64.0W,65
AL211969,            UNNAMED,September,1969,1800, HU,44.5N,66.0W,65
AL211976,              HOLLY,October,1976,1800, HU,28.7N,58.1W,65
AL211981,            KATRINA,November,1981,1800, HU,20.9N,80.8W,75
AL211995,              TANYA,October,1995,1800, HU,37.8N,55.3W,75
AL212010,              TOMAS,October,2010,2000, HU,25.4N,75.2W,85
AL231978,             KENDRA,October,1978,1800, HU,29.3N,74.1W,70
AL242005,              VINCE,October,2005,1800, HU,34.1N,18.9W,65
AL251967,              HEIDI,October,1967,1800, HU,39.3N,64.3W,80
AL251969,               KARA,October,1969,1800, HU,46.1N,74.5W,90
AL252005,              WILMA,October,2005,2145, HU,40.5N,87.1W,160
AL261969,             LAURIE,October,1969,1800, HU,26.3N,91.1W,90
AL272005,               BETA,October,2005,1800, HU,13.7N,83.5W,100
AL281969,            UNNAMED,November,1969,1800, HU,31.4N,38.0W,65
AL291969,             MARTHA,November,1969,1800, HU,10.3N,81.0W,80
AL302005,            EPSILON,December,2005,1800, HU,34.5N,47.9W,75
